"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 03 12:18:53 GMT 2022","Mon Jan 03 12:18:55 GMT 2022","1643","","RefreshSpec","","RefreshSpec","RefreshTrue","RefreshTrue",""
"passed","Mon Jan 03 12:19:07 GMT 2022","Mon Jan 03 12:19:08 GMT 2022","370","","setCookies","","setCookies","validate cookie value","validate cookie value",""
"passed","Mon Jan 03 12:18:56 GMT 2022","Mon Jan 03 12:18:57 GMT 2022","1316","","RightClickSpec","","RightClickSpec","RightClick ","RightClick ",""
"passed","Mon Jan 03 12:19:24 GMT 2022","Mon Jan 03 12:19:28 GMT 2022","4168","","WaitUntilSpec of BrowserUtils Tests","","WaitUntilSpec of BrowserUtils Tests","Validate text not found withing timeout and error message shown ","Validate text not found withing timeout and error message shown ",""
"passed","Mon Jan 03 12:17:53 GMT 2022","Mon Jan 03 12:17:53 GMT 2022","659","","dragAndDrop","","dragAndDrop","drag and drop to non integer coordinate","drag and drop to non integer coordinate",""
"passed","Mon Jan 03 12:19:09 GMT 2022","Mon Jan 03 12:19:09 GMT 2022","802","","SendKeysSpec","","SendKeysSpec","Array of Special Keys","Array of Special Keys",""
"passed","Mon Jan 03 12:18:47 GMT 2022","Mon Jan 03 12:18:47 GMT 2022","50","","NormalizeUrl","","NormalizeUrl","//// to be empty","//// to be empty",""
"passed","Mon Jan 03 12:18:55 GMT 2022","Mon Jan 03 12:18:56 GMT 2022","588","","waitForDisplayed - reverse: true","","waitForDisplayed - reverse: true","not exist element ","not exist element ",""
"passed","Mon Jan 03 12:19:06 GMT 2022","Mon Jan 03 12:19:07 GMT 2022","868","","setCookies","","setCookies","expect unique cookie","expect unique cookie",""
"passed","Mon Jan 03 12:18:07 GMT 2022","Mon Jan 03 12:18:08 GMT 2022","905","","waitForUrl","","waitForUrl","correct url","correct url",""
"passed","Mon Jan 03 12:19:07 GMT 2022","Mon Jan 03 12:19:08 GMT 2022","1103","","SendKeysSpec","","SendKeysSpec","send string twice","send string twice",""
"passed","Mon Jan 03 12:19:22 GMT 2022","Mon Jan 03 12:19:23 GMT 2022","568","","waitForEnabled","","waitForEnabled","element enabled","element enabled",""
"passed","Mon Jan 03 12:19:21 GMT 2022","Mon Jan 03 12:19:21 GMT 2022","469","","verifyFilesInZip","","verifyFilesInZip","incorrect zip link","incorrect zip link",""
"passed","Mon Jan 03 12:19:09 GMT 2022","Mon Jan 03 12:19:10 GMT 2022","762","","SendKeysSpec","","SendKeysSpec","Special Key Emoji","Special Key Emoji",""
"passed","Mon Jan 03 12:19:28 GMT 2022","Mon Jan 03 12:19:28 GMT 2022","165","","WaitUntilSpec of BrowserUtils Tests","","WaitUntilSpec of BrowserUtils Tests","Validate text found within default timeout ","Validate text found within default timeout ",""
"passed","Mon Jan 03 12:19:16 GMT 2022","Mon Jan 03 12:19:20 GMT 2022","3930","","switchToIframe","","switchToIframe","iframe 2 not available after switch to iframe 1","iframe 2 not available after switch to iframe 1",""
"passed","Mon Jan 03 12:19:24 GMT 2022","Mon Jan 03 12:19:27 GMT 2022","3352","","switchToIframe","","switchToIframe","Incorrect iframe selector","Incorrect iframe selector",""
