"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 10 16:40:11 GMT 2022","Thu Mar 10 16:40:11 GMT 2022","553","","GetAttributeSpec of BrowserUtils Tests","","GetAttributeSpec of BrowserUtils Tests","should return null on not existing attribute","should return null on not existing attribute",""
"passed","Thu Mar 10 16:41:11 GMT 2022","Thu Mar 10 16:41:12 GMT 2022","1132","","tab actions","","tab actions","get tab ids","get tab ids",""
"passed","Thu Mar 10 16:39:39 GMT 2022","Thu Mar 10 16:39:42 GMT 2022","2210","","clearValue","","clearValue","clear value of text","clear value of text",""
"passed","Thu Mar 10 16:40:17 GMT 2022","Thu Mar 10 16:40:18 GMT 2022","837","","getCssProperty","","getCssProperty","retrieve css property","retrieve css property",""
"passed","Thu Mar 10 16:40:07 GMT 2022","Thu Mar 10 16:40:11 GMT 2022","4087","","expectNoAttributeValue","","expectNoAttributeValue","Element not exists","Element not exists",""
"passed","Thu Mar 10 16:40:51 GMT 2022","Thu Mar 10 16:40:53 GMT 2022","1326","","RightClickSpec","","RightClickSpec","RightClick ","RightClick ",""
"passed","Thu Mar 10 16:40:56 GMT 2022","Thu Mar 10 16:40:56 GMT 2022","695","","scrollTo","","scrollTo","scroll to already loaded element","scroll to already loaded element",""
"passed","Thu Mar 10 16:39:46 GMT 2022","Thu Mar 10 16:39:46 GMT 2022","554","","dragAndDrop","","dragAndDrop","drag and drop to non integer coordinate","drag and drop to non integer coordinate",""
"failed","Thu Mar 10 16:41:22 GMT 2022","Thu Mar 10 16:41:23 GMT 2022","541","","waitForEnabled","","waitForEnabled","element not exists","element not exists",""
"passed","Thu Mar 10 16:39:42 GMT 2022","Thu Mar 10 16:39:43 GMT 2022","1679","","clearValue","","clearValue","clear value of text area","clear value of text area",""
"passed","Thu Mar 10 16:40:29 GMT 2022","Thu Mar 10 16:40:30 GMT 2022","1037","","GetText of BrowserUtils Tests","","GetText of BrowserUtils Tests","Validate multiple result select first one ","Validate multiple result select first one ",""
"passed","Thu Mar 10 16:41:24 GMT 2022","Thu Mar 10 16:41:25 GMT 2022","1136","","waitForClickable","","waitForClickable","custom options","custom options",""
"passed","Thu Mar 10 16:39:44 GMT 2022","Thu Mar 10 16:39:48 GMT 2022","3928","","addValue","","addValue","add value to disabled input","add value to disabled input",""
"passed","Thu Mar 10 16:40:05 GMT 2022","Thu Mar 10 16:40:09 GMT 2022","3488","","waitForAttributeValue","","waitForAttributeValue","incorrect selector","incorrect selector",""
"failed","Thu Mar 10 16:41:21 GMT 2022","Thu Mar 10 16:41:22 GMT 2022","664","","waitForEnabled","","waitForEnabled","element disabled","element disabled",""
"passed","Thu Mar 10 16:40:03 GMT 2022","Thu Mar 10 16:40:04 GMT 2022","1237","","waitForText","","waitForText","correct text","correct text",""
"passed","Thu Mar 10 16:41:13 GMT 2022","Thu Mar 10 16:41:14 GMT 2022","357","","tab actions","","tab actions","switch to incorrect window id","switch to incorrect window id",""
"passed","Thu Mar 10 16:40:28 GMT 2022","Thu Mar 10 16:40:29 GMT 2022","640","","getNumberOfElements","","getNumberOfElements","undefined selector value","undefined selector value",""
"passed","Thu Mar 10 16:41:06 GMT 2022","Thu Mar 10 16:41:07 GMT 2022","796","","SendKeysSpec","","SendKeysSpec","Array of Special Keys","Array of Special Keys",""
"passed","Thu Mar 10 16:40:11 GMT 2022","Thu Mar 10 16:40:15 GMT 2022","3778","","expectNoAttributeValue","","expectNoAttributeValue","Attribute not exists","Attribute not exists",""
"passed","Thu Mar 10 16:41:24 GMT 2022","Thu Mar 10 16:41:24 GMT 2022","158","","waitForClickable","","waitForClickable","reverse: true","reverse: true",""
"passed","Thu Mar 10 16:40:31 GMT 2022","Thu Mar 10 16:40:31 GMT 2022","512","","getValue","","getValue","get value of text area","get value of text area",""
"passed","Thu Mar 10 16:40:39 GMT 2022","Thu Mar 10 16:40:40 GMT 2022","513","","isEnabled","","isEnabled","check disabled element","check disabled element",""
"passed","Thu Mar 10 16:41:10 GMT 2022","Thu Mar 10 16:41:11 GMT 2022","1072","","SwitchToParentIframe","","SwitchToParentIframe","Switch from iframe to Iframe parent","Switch from iframe to Iframe parent",""
"passed","Thu Mar 10 16:41:21 GMT 2022","Thu Mar 10 16:41:21 GMT 2022","178","","setWindowSize","","setWindowSize","change window size","change window size",""
"failed","Thu Mar 10 16:40:02 GMT 2022","Thu Mar 10 16:40:04 GMT 2022","1950","","waitForUrl","","waitForUrl","incorrect url","incorrect url",""
"passed","Thu Mar 10 16:40:51 GMT 2022","Thu Mar 10 16:40:53 GMT 2022","1212","","ScrollingIntoViewSpec","","ScrollingIntoViewSpec","scrollIntoView to element outside of viewport","scrollIntoView to element outside of viewport",""
"passed","Thu Mar 10 16:40:21 GMT 2022","Thu Mar 10 16:40:22 GMT 2022","489","","getCssProperty","","getCssProperty","null params","null params",""
"passed","Thu Mar 10 16:40:14 GMT 2022","Thu Mar 10 16:40:15 GMT 2022","818","","GetCookieSpec","","GetCookieSpec","expect unique cookie","expect unique cookie",""
"passed","Thu Mar 10 16:40:33 GMT 2022","Thu Mar 10 16:40:34 GMT 2022","1056","","IsDisplayed","","IsDisplayed","displayed true","displayed true",""
"passed","Thu Mar 10 16:39:43 GMT 2022","Thu Mar 10 16:39:47 GMT 2022","4228","","doubleClick","","doubleClick","double click not existing element","double click not existing element",""
"passed","Thu Mar 10 16:41:03 GMT 2022","Thu Mar 10 16:41:03 GMT 2022","728","","setCookies","","setCookies","expect unique cookie","expect unique cookie",""
"passed","Thu Mar 10 16:41:05 GMT 2022","Thu Mar 10 16:41:07 GMT 2022","1455","","SetValue","","SetValue","setValue","setValue",""
"passed","Thu Mar 10 16:40:29 GMT 2022","Thu Mar 10 16:40:31 GMT 2022","1447","","getValue","","getValue","get value of input element","get value of input element",""
"failed","Thu Mar 10 16:40:03 GMT 2022","Thu Mar 10 16:40:05 GMT 2022","1837","","waitForNumberOfElements","","waitForNumberOfElements","Expect number of elements not equals","Expect number of elements not equals",""
"passed","Thu Mar 10 16:40:01 GMT 2022","Thu Mar 10 16:40:03 GMT 2022","1367","","expectNoAttributeValue","","expectNoAttributeValue","Doesn't contains value","Doesn't contains value",""
"passed","Thu Mar 10 16:40:32 GMT 2022","Thu Mar 10 16:40:33 GMT 2022","1239","","moveToSpec","","moveToSpec","hoverTrue","hoverTrue",""
"passed","Thu Mar 10 16:41:19 GMT 2022","Thu Mar 10 16:41:19 GMT 2022","310","","verifyFilesInZip","","verifyFilesInZip","incorrect zip link","incorrect zip link",""
"passed","Thu Mar 10 16:40:21 GMT 2022","Thu Mar 10 16:40:22 GMT 2022","998","","getLocation","","getLocation","get element Location","get element Location",""
"passed","Thu Mar 10 16:39:47 GMT 2022","Thu Mar 10 16:39:51 GMT 2022","3482","","doubleClick","","doubleClick","double click hidden element","double click hidden element",""
"passed","Thu Mar 10 16:41:04 GMT 2022","Thu Mar 10 16:41:05 GMT 2022","983","","SendKeysSpec","","SendKeysSpec","send string twice","send string twice",""
"passed","Thu Mar 10 16:40:08 GMT 2022","Thu Mar 10 16:40:12 GMT 2022","4018","","waitForAlertText","","waitForAlertText","no alert","no alert",""
"passed","Thu Mar 10 16:40:53 GMT 2022","Thu Mar 10 16:40:53 GMT 2022","656","","ScrollingIntoViewSpec","","ScrollingIntoViewSpec","scrollIntoView to element in viewport","scrollIntoView to element in viewport",""
"passed","Thu Mar 10 16:41:00 GMT 2022","Thu Mar 10 16:41:02 GMT 2022","1240","","selectByValue","","selectByValue","select by existing value","select by existing value",""
"passed","Thu Mar 10 16:41:12 GMT 2022","Thu Mar 10 16:41:13 GMT 2022","1115","","tab actions","","tab actions","switch to tab","switch to tab",""
"passed","Thu Mar 10 16:39:43 GMT 2022","Thu Mar 10 16:39:44 GMT 2022","1097","","dismissAlert","","dismissAlert","no alert","no alert",""
"passed","Thu Mar 10 16:41:18 GMT 2022","Thu Mar 10 16:41:18 GMT 2022","612","","verifyFilesInZip","","verifyFilesInZip","correct list without size","correct list without size",""
"passed","Thu Mar 10 16:39:40 GMT 2022","Thu Mar 10 16:39:43 GMT 2022","3348","","doubleClick","","doubleClick","successful double click","successful double click",""
"passed","Thu Mar 10 16:41:05 GMT 2022","Thu Mar 10 16:41:06 GMT 2022","987","","startNetworkAudit","","startNetworkAudit","successfully start and read network audit","successfully start and read network audit",""
"passed","Thu Mar 10 16:40:56 GMT 2022","Thu Mar 10 16:41:00 GMT 2022","3602","","scrollTo","","scrollTo","fail to scroll","fail to scroll",""
"passed","Thu Mar 10 16:39:42 GMT 2022","Thu Mar 10 16:39:45 GMT 2022","2506","","click","","click","doubleClick","doubleClick",""
"failed","Thu Mar 10 16:41:23 GMT 2022","Thu Mar 10 16:41:23 GMT 2022","513","","WaitUntilSpec of BrowserUtils Tests","","WaitUntilSpec of BrowserUtils Tests","Validate text not found within default timeout and default error message shown","Validate text not found within default timeout and default error message shown",""
"passed","Thu Mar 10 16:40:49 GMT 2022","Thu Mar 10 16:40:49 GMT 2022","412","","waitForDisplayed - reverse: true","","waitForDisplayed - reverse: true","notDisplayed but exist element ","notDisplayed but exist element ",""
"passed","Thu Mar 10 16:39:43 GMT 2022","Thu Mar 10 16:39:44 GMT 2022","1321","","execute","","execute","get string result","get string result",""
"passed","Thu Mar 10 16:40:45 GMT 2022","Thu Mar 10 16:40:46 GMT 2022","838","","waitForExist reverse:true","","waitForExist reverse:true","disappearing element","disappearing element",""
"passed","Thu Mar 10 16:41:02 GMT 2022","Thu Mar 10 16:41:02 GMT 2022","657","","selectByValue","","selectByValue","select by none existing value","select by none existing value",""
"passed","Thu Mar 10 16:41:23 GMT 2022","Thu Mar 10 16:41:24 GMT 2022","204","","waitForClickable","","waitForClickable","clickable element","clickable element",""
"passed","Thu Mar 10 16:41:17 GMT 2022","Thu Mar 10 16:41:17 GMT 2022","39","","TestUtilsSpec: randomStringTest","","TestUtilsSpec: randomStringTest","random string of provided length","random string of provided length",""
"passed","Thu Mar 10 16:40:46 GMT 2022","Thu Mar 10 16:40:48 GMT 2022","1880","","RefreshSpec","","RefreshSpec","RefreshTrue","RefreshTrue",""
"failed","Thu Mar 10 16:40:08 GMT 2022","Thu Mar 10 16:40:10 GMT 2022","1752","","waitForText","","waitForText","fail on wrong text","fail on wrong text",""
"passed","Thu Mar 10 16:41:17 GMT 2022","Thu Mar 10 16:41:17 GMT 2022","50","","TestUtilsSpec: extractNumbersFromString","","TestUtilsSpec: extractNumbersFromString","string contains letters and numbers","string contains letters and numbers",""
"passed","Thu Mar 10 16:40:54 GMT 2022","Thu Mar 10 16:40:56 GMT 2022","1254","","scrollTo","","scrollTo","scroll to element with lazy load","scroll to element with lazy load",""
"failed","Thu Mar 10 16:40:05 GMT 2022","Thu Mar 10 16:40:07 GMT 2022","1328","","waitForNumberOfElements","","waitForNumberOfElements","Expect 0 elements not equals","Expect 0 elements not equals",""
"passed","Thu Mar 10 16:40:28 GMT 2022","Thu Mar 10 16:40:28 GMT 2022","510","","getNumberOfElements","","getNumberOfElements","get number of not existing elements","get number of not existing elements",""
"passed","Thu Mar 10 16:41:02 GMT 2022","Thu Mar 10 16:41:04 GMT 2022","1740","","SendKeysSpec","","SendKeysSpec","send string","send string",""
"passed","Thu Mar 10 16:40:03 GMT 2022","Thu Mar 10 16:40:08 GMT 2022","4338","","waitForAlertText","","waitForAlertText","incorrect text","incorrect text",""
"broken","Thu Mar 10 16:39:40 GMT 2022","Thu Mar 10 16:39:58 GMT 2022","18327","","BackSpec","","BackSpec","back browser","back browser",""
"failed","Thu Mar 10 16:40:06 GMT 2022","Thu Mar 10 16:40:08 GMT 2022","2183","","waitForText","","waitForText","fail on case sensitive","fail on case sensitive",""
"passed","Thu Mar 10 16:41:01 GMT 2022","Thu Mar 10 16:41:01 GMT 2022","613","","ScrollTo","","ScrollTo","scroll to x value","scroll to x value",""
"passed","Thu Mar 10 16:41:17 GMT 2022","Thu Mar 10 16:41:17 GMT 2022","61","","TestUtilsSpec: randomStringTest","","TestUtilsSpec: randomStringTest","default random string length","default random string length",""
"passed","Thu Mar 10 16:40:15 GMT 2022","Thu Mar 10 16:40:16 GMT 2022","457","","GetCookieSpec","","GetCookieSpec","get cookie by value","get cookie by value",""
"passed","Thu Mar 10 16:39:42 GMT 2022","Thu Mar 10 16:39:44 GMT 2022","1801","","addValue","","addValue","add value to existing input","add value to existing input",""
"passed","Thu Mar 10 16:40:00 GMT 2022","Thu Mar 10 16:40:01 GMT 2022","1357","","waitForAttributeValue","","waitForAttributeValue","correct value","correct value",""
"passed","Thu Mar 10 16:40:28 GMT 2022","Thu Mar 10 16:40:28 GMT 2022","658","","GetTestDataFileSpec","","GetTestDataFileSpec","Check incorrect user","Check incorrect user",""
"passed","Thu Mar 10 16:40:44 GMT 2022","Thu Mar 10 16:40:44 GMT 2022","72","","NormalizeUrl","","NormalizeUrl","throw if url is null","throw if url is null",""
