"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 02 09:18:20 GMT 2023","Mon Jan 02 09:18:20 GMT 2023","470","","switchToIframe","","switchToIframe","Switch to iframe, header text at iFrame 2","Switch to iframe, header text at iFrame 2",""
"passed","Mon Jan 02 09:15:25 GMT 2023","Mon Jan 02 09:16:25 GMT 2023","60409","","dragAndDrop","","dragAndDrop","drag and drop to non existing element","drag and drop to non existing element",""
"passed","Mon Jan 02 09:16:48 GMT 2023","Mon Jan 02 09:16:49 GMT 2023","207","","IsDisplayed","","IsDisplayed","displayed true","displayed true",""
"passed","Mon Jan 02 09:15:30 GMT 2023","Mon Jan 02 09:15:30 GMT 2023","257","","execute","","execute","get string result","get string result",""
"passed","Mon Jan 02 09:16:32 GMT 2023","Mon Jan 02 09:16:32 GMT 2023","253","","getValue","","getValue","get value of input element","get value of input element",""
"passed","Mon Jan 02 09:17:51 GMT 2023","Mon Jan 02 09:17:52 GMT 2023","304","","ScrollTo","","ScrollTo","scroll to y value","scroll to y value",""
"passed","Mon Jan 02 09:18:41 GMT 2023","Mon Jan 02 09:19:41 GMT 2023","60708","","waitForClickable","","waitForClickable","not clickable element","not clickable element",""
"passed","Mon Jan 02 09:15:22 GMT 2023","Mon Jan 02 09:15:24 GMT 2023","1848","","addValue","","addValue","add value to existing input","add value to existing input",""
"passed","Mon Jan 02 09:17:20 GMT 2023","Mon Jan 02 09:17:20 GMT 2023","241","","isSelected","","isSelected","element selected","element selected",""
"passed","Mon Jan 02 09:18:50 GMT 2023","Mon Jan 02 09:18:50 GMT 2023","126","","setWindowSize","","setWindowSize","change window size","change window size",""
"passed","Mon Jan 02 09:15:54 GMT 2023","Mon Jan 02 09:15:54 GMT 2023","225","","getCssProperty","","getCssProperty","retrieve css property","retrieve css property",""
"passed","Mon Jan 02 09:15:24 GMT 2023","Mon Jan 02 09:16:24 GMT 2023","60771","","addValue","","addValue","add value to disabled input","add value to disabled input",""
"passed","Mon Jan 02 09:17:42 GMT 2023","Mon Jan 02 09:18:42 GMT 2023","60273","","waitForNumberOfElements","","waitForNumberOfElements","Expect number of elements, element doesn't exists","Expect number of elements, element doesn't exists",""
"passed","Mon Jan 02 09:18:08 GMT 2023","Mon Jan 02 09:18:09 GMT 2023","203","","setCookies","","setCookies","validate cookie value","validate cookie value",""
"passed","Mon Jan 02 09:18:16 GMT 2023","Mon Jan 02 09:18:16 GMT 2023","319","","startNetworkAudit","","startNetworkAudit","successfully start and read network audit","successfully start and read network audit",""
"passed","Mon Jan 02 09:19:41 GMT 2023","Mon Jan 02 09:19:42 GMT 2023","135","","waitForClickable","","waitForClickable","clickable element","clickable element",""
"passed","Mon Jan 02 09:15:19 GMT 2023","Mon Jan 02 09:15:23 GMT 2023","3585","","CloseNewTabSpec","","CloseNewTabSpec","Open new tab and then close it","Open new tab and then close it",""
"passed","Mon Jan 02 09:15:50 GMT 2023","Mon Jan 02 09:15:50 GMT 2023","166","","GetCookieSpec","","GetCookieSpec","get cookie by name","get cookie by name",""
"passed","Mon Jan 02 09:17:41 GMT 2023","Mon Jan 02 09:18:42 GMT 2023","60251","","waitForAttributeValue","","waitForAttributeValue","incorrect attribute","incorrect attribute",""
"passed","Mon Jan 02 09:19:50 GMT 2023","Mon Jan 02 09:20:50 GMT 2023","60133","","waitForEnabled","","waitForEnabled","element not exists","element not exists",""
"passed","Mon Jan 02 09:18:27 GMT 2023","Mon Jan 02 09:19:27 GMT 2023","60200","","switchToIframe","","switchToIframe","Incorrect iframe selector","Incorrect iframe selector",""
