"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 16 12:37:52 GMT 2022","Wed Feb 16 12:37:53 GMT 2022","585","","dragAndDrop","","dragAndDrop","drag and drop to element","drag and drop to element",""
"passed","Wed Feb 16 12:38:50 GMT 2022","Wed Feb 16 12:38:53 GMT 2022","3244","","waitForText","","waitForText","fail on wrong text","fail on wrong text",""
"passed","Wed Feb 16 12:37:53 GMT 2022","Wed Feb 16 12:37:53 GMT 2022","347","","dragAndDrop","","dragAndDrop","drag and drop to non integer coordinate","drag and drop to non integer coordinate",""
"passed","Wed Feb 16 12:37:11 GMT 2022","Wed Feb 16 12:37:15 GMT 2022","3196","","doubleClick","","doubleClick","double click hidden element","double click hidden element",""
"passed","Wed Feb 16 12:37:52 GMT 2022","Wed Feb 16 12:37:52 GMT 2022","311","","GetCookieSpec","","GetCookieSpec","get cookie by name","get cookie by name",""
"passed","Wed Feb 16 12:38:37 GMT 2022","Wed Feb 16 12:38:40 GMT 2022","3294","","waitForExist","","waitForExist","not existing element","not existing element",""
"passed","Wed Feb 16 12:37:08 GMT 2022","Wed Feb 16 12:37:11 GMT 2022","3322","","addValue","","addValue","add value to not existing input","add value to not existing input",""
"passed","Wed Feb 16 12:37:53 GMT 2022","Wed Feb 16 12:37:57 GMT 2022","3231","","dragAndDrop","","dragAndDrop","drag and drop to non existing element","drag and drop to non existing element",""
"passed","Wed Feb 16 12:38:27 GMT 2022","Wed Feb 16 12:38:27 GMT 2022","192","","IsDisplayed","","IsDisplayed","not exist element","not exist element",""
"passed","Wed Feb 16 12:37:52 GMT 2022","Wed Feb 16 12:37:53 GMT 2022","307","","GetCookieSpec","","GetCookieSpec","get cookie by value","get cookie by value",""
"passed","Wed Feb 16 12:37:22 GMT 2022","Wed Feb 16 12:37:25 GMT 2022","3224","","waitForAttributeValue","","waitForAttributeValue","incorrect value","incorrect value",""
"passed","Wed Feb 16 12:37:28 GMT 2022","Wed Feb 16 12:37:32 GMT 2022","3216","","waitForAttributeValue","","waitForAttributeValue","incorrect attribute","incorrect attribute",""
"passed","Wed Feb 16 12:38:05 GMT 2022","Wed Feb 16 12:38:05 GMT 2022","239","","waitForNumberOfElements","","waitForNumberOfElements","Expect 0 elements equals","Expect 0 elements equals",""
"passed","Wed Feb 16 12:38:57 GMT 2022","Wed Feb 16 12:38:57 GMT 2022","591","","click","","click","doubleClick","doubleClick",""
"passed","Wed Feb 16 12:38:05 GMT 2022","Wed Feb 16 12:38:09 GMT 2022","3272","","waitForNumberOfElements","","waitForNumberOfElements","Expect 0 elements not equals","Expect 0 elements not equals",""
"passed","Wed Feb 16 12:37:42 GMT 2022","Wed Feb 16 12:37:42 GMT 2022","190","","findElement of BrowserUtils Tests","","findElement of BrowserUtils Tests","Fail to obtain element due to wrong path","Fail to obtain element due to wrong path",""
"passed","Wed Feb 16 12:37:36 GMT 2022","Wed Feb 16 12:37:37 GMT 2022","476","","expectNoAttributeValue","","expectNoAttributeValue","Doesn't contains value","Doesn't contains value",""
"passed","Wed Feb 16 12:37:03 GMT 2022","Wed Feb 16 12:37:04 GMT 2022","877","","addValue","","addValue","add value to empty input","add value to empty input",""
"passed","Wed Feb 16 12:38:17 GMT 2022","Wed Feb 16 12:38:17 GMT 2022","374","","GetUrlSpec","","GetUrlSpec","get url","get url",""
"passed","Wed Feb 16 12:38:22 GMT 2022","Wed Feb 16 12:38:22 GMT 2022","273","","getValue","","getValue","get value of text area","get value of text area",""
"passed","Wed Feb 16 12:37:27 GMT 2022","Wed Feb 16 12:37:30 GMT 2022","3238","","waitForUrl","","waitForUrl","incorrect url","incorrect url",""
"passed","Wed Feb 16 12:37:46 GMT 2022","Wed Feb 16 12:37:47 GMT 2022","363","","GetAttributeSpec of BrowserUtils Tests","","GetAttributeSpec of BrowserUtils Tests","Validate positive result ","Validate positive result ",""
"passed","Wed Feb 16 12:38:09 GMT 2022","Wed Feb 16 12:38:12 GMT 2022","3194","","waitForNumberOfElements","","waitForNumberOfElements","Expect number of elements, element doesn't exists","Expect number of elements, element doesn't exists",""
"passed","Wed Feb 16 12:38:32 GMT 2022","Wed Feb 16 12:38:35 GMT 2022","3248","","isEnabled","","isEnabled","check not existing element","check not existing element",""
"passed","Wed Feb 16 12:37:44 GMT 2022","Wed Feb 16 12:37:48 GMT 2022","3480","","expectNoAttributeValue","","expectNoAttributeValue","Attribute not exists","Attribute not exists",""
"passed","Wed Feb 16 12:37:21 GMT 2022","Wed Feb 16 12:37:22 GMT 2022","557","","waitForAttributeValue","","waitForAttributeValue","correct value","correct value",""
"passed","Wed Feb 16 12:37:41 GMT 2022","Wed Feb 16 12:37:42 GMT 2022","309","","findElement of BrowserUtils Tests","","findElement of BrowserUtils Tests","Check Result contains element key (object)","Check Result contains element key (object)",""
"passed","Wed Feb 16 12:37:36 GMT 2022","Wed Feb 16 12:37:37 GMT 2022","535","","dismissAlert","","dismissAlert","dismiss existing alert","dismiss existing alert",""
"passed","Wed Feb 16 12:38:12 GMT 2022","Wed Feb 16 12:38:15 GMT 2022","3397","","GetText of BrowserUtils Tests","","GetText of BrowserUtils Tests","Validate element not exist error thrown","Validate element not exist error thrown",""
"passed","Wed Feb 16 12:38:47 GMT 2022","Wed Feb 16 12:38:50 GMT 2022","3216","","waitForText","","waitForText","fail on case sensitive","fail on case sensitive",""
"passed","Wed Feb 16 12:38:26 GMT 2022","Wed Feb 16 12:38:27 GMT 2022","286","","IsDisplayed","","IsDisplayed","displayed true","displayed true",""
"passed","Wed Feb 16 12:37:51 GMT 2022","Wed Feb 16 12:37:52 GMT 2022","410","","GetCookieSpec","","GetCookieSpec","expect unique cookie","expect unique cookie",""
"passed","Wed Feb 16 12:37:04 GMT 2022","Wed Feb 16 12:37:05 GMT 2022","522","","addValue","","addValue","add value to existing input","add value to existing input",""
"passed","Wed Feb 16 12:37:25 GMT 2022","Wed Feb 16 12:37:28 GMT 2022","3236","","waitForAttributeValue","","waitForAttributeValue","incorrect selector","incorrect selector",""
"passed","Wed Feb 16 12:37:06 GMT 2022","Wed Feb 16 12:37:08 GMT 2022","1571","","doubleClick","","doubleClick","successful double click","successful double click",""
"passed","Wed Feb 16 12:37:37 GMT 2022","Wed Feb 16 12:37:37 GMT 2022","406","","expectNoAttributeValue","","expectNoAttributeValue","Contains word substring","Contains word substring",""
"passed","Wed Feb 16 12:37:26 GMT 2022","Wed Feb 16 12:37:27 GMT 2022","395","","waitForUrl","","waitForUrl","correct url","correct url",""
"passed","Wed Feb 16 12:38:36 GMT 2022","Wed Feb 16 12:38:37 GMT 2022","322","","waitForExist","","waitForExist","existing element","existing element",""
"passed","Wed Feb 16 12:38:11 GMT 2022","Wed Feb 16 12:38:12 GMT 2022","303","","GetText of BrowserUtils Tests","","GetText of BrowserUtils Tests","Validate single result ","Validate single result ",""
"passed","Wed Feb 16 12:38:21 GMT 2022","Wed Feb 16 12:38:22 GMT 2022","298","","getValue","","getValue","get value of input element","get value of input element",""
"passed","Wed Feb 16 12:38:45 GMT 2022","Wed Feb 16 12:38:47 GMT 2022","1349","","waitForText","","waitForText","dynamic text","dynamic text",""
"passed","Wed Feb 16 12:38:12 GMT 2022","Wed Feb 16 12:38:12 GMT 2022","258","","GetText of BrowserUtils Tests","","GetText of BrowserUtils Tests","Validate multiple result select first one ","Validate multiple result select first one ",""
"passed","Wed Feb 16 12:37:41 GMT 2022","Wed Feb 16 12:37:44 GMT 2022","3429","","expectNoAttributeValue","","expectNoAttributeValue","Element not exists","Element not exists",""
"passed","Wed Feb 16 12:37:37 GMT 2022","Wed Feb 16 12:37:41 GMT 2022","3349","","expectNoAttributeValue","","expectNoAttributeValue","Exact match error thrown","Exact match error thrown",""
"passed","Wed Feb 16 12:38:01 GMT 2022","Wed Feb 16 12:38:02 GMT 2022","452","","getSizeSpec","","getSizeSpec","get element size","get element size",""
"passed","Wed Feb 16 12:37:08 GMT 2022","Wed Feb 16 12:37:11 GMT 2022","3290","","doubleClick","","doubleClick","double click not existing element","double click not existing element",""
"passed","Wed Feb 16 12:37:05 GMT 2022","Wed Feb 16 12:37:08 GMT 2022","3343","","addValue","","addValue","add value to disabled input","add value to disabled input",""
"passed","Wed Feb 16 12:38:27 GMT 2022","Wed Feb 16 12:38:27 GMT 2022","195","","IsDisplayed","","IsDisplayed","displayed false","displayed false",""
"passed","Wed Feb 16 12:39:03 GMT 2022","Wed Feb 16 12:39:06 GMT 2022","3224","","waitForExist reverse:true","","waitForExist reverse:true","fail on existing element","fail on existing element",""
"passed","Wed Feb 16 12:37:31 GMT 2022","Wed Feb 16 12:37:32 GMT 2022","427","","DeleteCookieSpec","","DeleteCookieSpec","expect empty cookie","expect empty cookie",""
"passed","Wed Feb 16 12:37:15 GMT 2022","Wed Feb 16 12:37:18 GMT 2022","3233","","doubleClick","","doubleClick","double click disabled element","double click disabled element",""
"passed","Wed Feb 16 12:37:42 GMT 2022","Wed Feb 16 12:37:42 GMT 2022","188","","findElement of BrowserUtils Tests","","findElement of BrowserUtils Tests","First Element Returned","First Element Returned",""
"passed","Wed Feb 16 12:37:03 GMT 2022","Wed Feb 16 12:37:04 GMT 2022","672","","acceptAlert","","acceptAlert","accept existing alert","accept existing alert",""
"passed","Wed Feb 16 12:39:01 GMT 2022","Wed Feb 16 12:39:03 GMT 2022","1338","","waitForExist reverse:true","","waitForExist reverse:true","disappearing element","disappearing element",""
"passed","Wed Feb 16 12:39:07 GMT 2022","Wed Feb 16 12:39:07 GMT 2022","236","","execute","","execute","get string result","get string result",""
"passed","Wed Feb 16 12:38:56 GMT 2022","Wed Feb 16 12:38:57 GMT 2022","530","","click","","click","singleClick ","singleClick ",""
"passed","Wed Feb 16 12:38:32 GMT 2022","Wed Feb 16 12:38:32 GMT 2022","260","","isEnabled","","isEnabled","check disabled element","check disabled element",""
"passed","Wed Feb 16 12:37:47 GMT 2022","Wed Feb 16 12:37:47 GMT 2022","214","","GetAttributeSpec of BrowserUtils Tests","","GetAttributeSpec of BrowserUtils Tests","should return null on not existing attribute","should return null on not existing attribute",""
"passed","Wed Feb 16 12:37:21 GMT 2022","Wed Feb 16 12:37:25 GMT 2022","3491","","waitForAlertText","","waitForAlertText","no alert","no alert",""
"passed","Wed Feb 16 12:38:41 GMT 2022","Wed Feb 16 12:38:42 GMT 2022","524","","waitForText","","waitForText","correct text","correct text",""
