"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 10 17:21:33 GMT 2022","Thu Mar 10 17:21:33 GMT 2022","162","","setWindowSize","","setWindowSize","change window size","change window size",""
"passed","Thu Mar 10 17:19:21 GMT 2022","Thu Mar 10 17:19:23 GMT 2022","2393","","clearValue","","clearValue","clear value of text area","clear value of text area",""
"passed","Thu Mar 10 17:20:26 GMT 2022","Thu Mar 10 17:20:29 GMT 2022","3671","","moveToSpec","","moveToSpec","hoverFalse","hoverFalse",""
"passed","Thu Mar 10 17:19:55 GMT 2022","Thu Mar 10 17:19:59 GMT 2022","3790","","waitForNumberOfElements","","waitForNumberOfElements","Expect 0 elements not equals","Expect 0 elements not equals",""
"passed","Thu Mar 10 17:21:22 GMT 2022","Thu Mar 10 17:21:22 GMT 2022","469","","tab actions","","tab actions","switch to incorrect window id","switch to incorrect window id",""
"passed","Thu Mar 10 17:21:25 GMT 2022","Thu Mar 10 17:21:26 GMT 2022","711","","verifyFilesInZip","","verifyFilesInZip","correct list without size","correct list without size",""
"passed","Thu Mar 10 17:19:20 GMT 2022","Thu Mar 10 17:19:24 GMT 2022","4391","","doubleClick","","doubleClick","successful double click","successful double click",""
"passed","Thu Mar 10 17:21:16 GMT 2022","Thu Mar 10 17:21:21 GMT 2022","4162","","switchToIframe","","switchToIframe","iframe 2 not available after switch to iframe 1","iframe 2 not available after switch to iframe 1",""
"passed","Thu Mar 10 17:20:21 GMT 2022","Thu Mar 10 17:20:23 GMT 2022","1281","","GetText of BrowserUtils Tests","","GetText of BrowserUtils Tests","Validate multiple result select first one ","Validate multiple result select first one ",""
"passed","Thu Mar 10 17:19:49 GMT 2022","Thu Mar 10 17:19:51 GMT 2022","2011","","expectNoAttributeValue","","expectNoAttributeValue","Doesn't contains value","Doesn't contains value",""
"passed","Thu Mar 10 17:20:22 GMT 2022","Thu Mar 10 17:20:23 GMT 2022","755","","GetTestDataFileSpec","","GetTestDataFileSpec","Check incorrect user","Check incorrect user",""
"passed","Thu Mar 10 17:20:59 GMT 2022","Thu Mar 10 17:21:00 GMT 2022","1177","","ScrollTo","","ScrollTo","scroll to y value","scroll to y value",""
"passed","Thu Mar 10 17:21:24 GMT 2022","Thu Mar 10 17:21:24 GMT 2022","35","","TestUtilsSpec: extractNumbersFromString","","TestUtilsSpec: extractNumbersFromString","string contains letters and numbers","string contains letters and numbers",""
"passed","Thu Mar 10 17:21:27 GMT 2022","Thu Mar 10 17:21:27 GMT 2022","417","","verifyFilesInZip","","verifyFilesInZip","incorrect zip link","incorrect zip link",""
"passed","Thu Mar 10 17:20:19 GMT 2022","Thu Mar 10 17:20:21 GMT 2022","1932","","GetText of BrowserUtils Tests","","GetText of BrowserUtils Tests","Validate single result ","Validate single result ",""
