"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Mar 10 10:12:51 GMT 2022","Thu Mar 10 10:12:53 GMT 2022","2228","","GetText of BrowserUtils Tests","","GetText of BrowserUtils Tests","Validate single result ","Validate single result ",""
"passed","Thu Mar 10 10:13:26 GMT 2022","Thu Mar 10 10:13:27 GMT 2022","896","","selectByValue","","selectByValue","select by existing value","select by existing value",""
"failed","Thu Mar 10 10:12:28 GMT 2022","Thu Mar 10 10:12:31 GMT 2022","2582","","waitForAlertText","","waitForAlertText","no alert","no alert",""
"passed","Thu Mar 10 10:13:48 GMT 2022","Thu Mar 10 10:13:48 GMT 2022","675","","waitForDisplayed","","waitForDisplayed","wait for visible element","wait for visible element",""
"failed","Thu Mar 10 10:13:40 GMT 2022","Thu Mar 10 10:13:41 GMT 2022","1295","","tab actions","","tab actions","switch to incorrect window id","switch to incorrect window id",""
"passed","Thu Mar 10 10:13:10 GMT 2022","Thu Mar 10 10:13:10 GMT 2022","28","","NormalizeUrl","","NormalizeUrl","empty string","empty string",""
"failed","Thu Mar 10 10:13:18 GMT 2022","Thu Mar 10 10:13:19 GMT 2022","1266","","scrollTo","","scrollTo","fail to scroll","fail to scroll",""
"failed","Thu Mar 10 10:13:48 GMT 2022","Thu Mar 10 10:13:49 GMT 2022","879","","waitForClickable","","waitForClickable","custom options","custom options",""
"failed","Thu Mar 10 10:13:39 GMT 2022","Thu Mar 10 10:13:40 GMT 2022","1150","","switchToIframe","","switchToIframe","Outside iframe context not accessible after switch","Outside iframe context not accessible after switch",""
"passed","Thu Mar 10 10:13:42 GMT 2022","Thu Mar 10 10:13:43 GMT 2022","635","","verifyFilesInZip","","verifyFilesInZip","correct list without size","correct list without size",""
"failed","Thu Mar 10 10:12:52 GMT 2022","Thu Mar 10 10:12:53 GMT 2022","1823","","getNumberOfElements","","getNumberOfElements","get number of not existing elements","get number of not existing elements",""
"passed","Thu Mar 10 10:13:38 GMT 2022","Thu Mar 10 10:13:38 GMT 2022","159","","TestUtilsSpec: randomStringTest","","TestUtilsSpec: randomStringTest","default random string length","default random string length",""
"failed","Thu Mar 10 10:13:13 GMT 2022","Thu Mar 10 10:13:16 GMT 2022","3293","","RefreshSpec","","RefreshSpec","RefreshTrue","RefreshTrue",""
"failed","Thu Mar 10 10:12:01 GMT 2022","Thu Mar 10 10:12:05 GMT 2022","4559","","BackSpec","","BackSpec","back browser","back browser",""
"broken","Thu Mar 10 10:13:32 GMT 2022","Thu Mar 10 10:13:34 GMT 2022","1648","","setCookies","","setCookies","validate cookie value","validate cookie value",""
"passed","Thu Mar 10 10:12:34 GMT 2022","Thu Mar 10 10:12:35 GMT 2022","1193","","getCssProperty","","getCssProperty","retrieve css property","retrieve css property",""
"passed","Thu Mar 10 10:12:50 GMT 2022","Thu Mar 10 10:12:51 GMT 2022","1084","","GetTestDataFileSpec","","GetTestDataFileSpec","Check get test data from env file","Check get test data from env file",""
"failed","Thu Mar 10 10:12:29 GMT 2022","Thu Mar 10 10:12:32 GMT 2022","2769","","GetAttributeSpec of BrowserUtils Tests","","GetAttributeSpec of BrowserUtils Tests","Validate positive result ","Validate positive result ",""
"passed","Thu Mar 10 10:12:33 GMT 2022","Thu Mar 10 10:12:33 GMT 2022","591","","GetCookieSpec","","GetCookieSpec","get cookie by name","get cookie by name",""
"failed","Thu Mar 10 10:12:28 GMT 2022","Thu Mar 10 10:12:31 GMT 2022","2551","","waitForText","","waitForText","hidden text","hidden text",""
"passed","Thu Mar 10 10:13:10 GMT 2022","Thu Mar 10 10:13:10 GMT 2022","24","","NormalizeUrl","","NormalizeUrl","//// to be empty","//// to be empty",""
"passed","Thu Mar 10 10:12:31 GMT 2022","Thu Mar 10 10:12:33 GMT 2022","1372","","GetCookieSpec","","GetCookieSpec","expect unique cookie","expect unique cookie",""
"passed","Thu Mar 10 10:12:23 GMT 2022","Thu Mar 10 10:12:25 GMT 2022","1679","","waitForAlertText","","waitForAlertText","correct text","correct text",""
"passed","Thu Mar 10 10:13:10 GMT 2022","Thu Mar 10 10:13:10 GMT 2022","36","","NormalizeUrl","","NormalizeUrl","expect / removed","expect / removed",""
"failed","Thu Mar 10 10:12:54 GMT 2022","Thu Mar 10 10:12:56 GMT 2022","1469","","GetText of BrowserUtils Tests","","GetText of BrowserUtils Tests","Validate element not exist error thrown","Validate element not exist error thrown",""
"failed","Thu Mar 10 10:13:17 GMT 2022","Thu Mar 10 10:13:18 GMT 2022","1615","","ScrollingIntoViewSpec","","ScrollingIntoViewSpec","scrollIntoView to element in viewport","scrollIntoView to element in viewport",""
"failed","Thu Mar 10 10:13:36 GMT 2022","Thu Mar 10 10:13:38 GMT 2022","2015","","SendKeysSpec","","SendKeysSpec","Special Key Emoji","Special Key Emoji",""
"failed","Thu Mar 10 10:12:05 GMT 2022","Thu Mar 10 10:12:07 GMT 2022","2345","","clearValue","","clearValue","clear value of text area","clear value of text area",""
"failed","Thu Mar 10 10:13:14 GMT 2022","Thu Mar 10 10:13:17 GMT 2022","2379","","ScrollingIntoViewSpec","","ScrollingIntoViewSpec","scrollIntoView to element outside of viewport","scrollIntoView to element outside of viewport",""
"failed","Thu Mar 10 10:12:29 GMT 2022","Thu Mar 10 10:12:30 GMT 2022","1665","","waitForAttributeValue","","waitForAttributeValue","incorrect attribute","incorrect attribute",""
"failed","Thu Mar 10 10:13:44 GMT 2022","Thu Mar 10 10:13:45 GMT 2022","732","","verifyFilesInZip","","verifyFilesInZip","incorrect zip link","incorrect zip link",""
"failed","Thu Mar 10 10:13:38 GMT 2022","Thu Mar 10 10:13:40 GMT 2022","1627","","tab actions","","tab actions","switch to tab","switch to tab",""
"passed","Thu Mar 10 10:12:39 GMT 2022","Thu Mar 10 10:12:39 GMT 2022","387","","getCssProperty","","getCssProperty","null params","null params",""
"passed","Thu Mar 10 10:12:31 GMT 2022","Thu Mar 10 10:12:32 GMT 2022","1090","","waitForText","","waitForText","dynamic text","dynamic text",""
