"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 03 12:22:22 GMT 2022","Thu Nov 03 12:22:23 GMT 2022","1019","","addValue","","addValue","add value to empty input","add value to empty input",""
"passed","Thu Nov 03 12:22:26 GMT 2022","Thu Nov 03 12:22:26 GMT 2022","491","","click","","click","singleClick ","singleClick ",""
"passed","Thu Nov 03 12:22:32 GMT 2022","Thu Nov 03 12:22:33 GMT 2022","350","","dragAndDrop","","dragAndDrop","drag and drop to undefined element","drag and drop to undefined element",""
"passed","Thu Nov 03 12:23:26 GMT 2022","Thu Nov 03 12:23:27 GMT 2022","587","","DeleteCookieSpec","","DeleteCookieSpec","expect empty cookie","expect empty cookie",""
"passed","Thu Nov 03 12:22:55 GMT 2022","Thu Nov 03 12:22:55 GMT 2022","243","","waitForNumberOfElements","","waitForNumberOfElements","Expect 0 elements equals","Expect 0 elements equals",""
"passed","Thu Nov 03 12:23:15 GMT 2022","Thu Nov 03 12:23:19 GMT 2022","3213","","doubleClick","","doubleClick","double click hidden element","double click hidden element",""
"passed","Thu Nov 03 12:23:14 GMT 2022","Thu Nov 03 12:23:18 GMT 2022","3191","","waitForText","","waitForText","fail on wrong text","fail on wrong text",""
"passed","Thu Nov 03 12:22:53 GMT 2022","Thu Nov 03 12:22:56 GMT 2022","3282","","expectNoAttributeValue","","expectNoAttributeValue","Attribute not exists","Attribute not exists",""
"passed","Thu Nov 03 12:22:23 GMT 2022","Thu Nov 03 12:22:23 GMT 2022","382","","acceptAlert","","acceptAlert","no alert","no alert",""
"passed","Thu Nov 03 12:22:31 GMT 2022","Thu Nov 03 12:22:32 GMT 2022","714","","dragAndDrop","","dragAndDrop","drag and drop to coordinate","drag and drop to coordinate",""
"passed","Thu Nov 03 12:22:33 GMT 2022","Thu Nov 03 12:22:33 GMT 2022","341","","dragAndDrop","","dragAndDrop","drag and drop to non integer coordinate","drag and drop to non integer coordinate",""
"passed","Thu Nov 03 12:23:53 GMT 2022","Thu Nov 03 12:23:56 GMT 2022","3181","","waitForAttributeValue","","waitForAttributeValue","incorrect attribute","incorrect attribute",""
"passed","Thu Nov 03 12:23:27 GMT 2022","Thu Nov 03 12:23:27 GMT 2022","396","","clearValue","","clearValue","clear value of text area","clear value of text area",""
"passed","Thu Nov 03 12:22:42 GMT 2022","Thu Nov 03 12:22:42 GMT 2022","261","","execute","","execute","get string result","get string result",""
"passed","Thu Nov 03 12:22:51 GMT 2022","Thu Nov 03 12:22:51 GMT 2022","318","","waitForNumberOfElements","","waitForNumberOfElements","Expect number of elements equals","Expect number of elements equals",""
"passed","Thu Nov 03 12:23:31 GMT 2022","Thu Nov 03 12:23:31 GMT 2022","228","","waitForUrl","","waitForUrl","correct url","correct url",""
"passed","Thu Nov 03 12:22:32 GMT 2022","Thu Nov 03 12:22:32 GMT 2022","586","","dragAndDrop","","dragAndDrop","drag and drop to element","drag and drop to element",""
"passed","Thu Nov 03 12:23:26 GMT 2022","Thu Nov 03 12:23:27 GMT 2022","700","","clearValue","","clearValue","clear value of text","clear value of text",""
"passed","Thu Nov 03 12:22:31 GMT 2022","Thu Nov 03 12:22:36 GMT 2022","5046","","BackSpec","","BackSpec","back browser","back browser",""
"passed","Thu Nov 03 12:23:07 GMT 2022","Thu Nov 03 12:23:07 GMT 2022","267","","findElement of BrowserUtils Tests","","findElement of BrowserUtils Tests","First Element Returned","First Element Returned",""
"passed","Thu Nov 03 12:22:24 GMT 2022","Thu Nov 03 12:22:27 GMT 2022","3289","","addValue","","addValue","add value to disabled input","add value to disabled input",""
"passed","Thu Nov 03 12:23:06 GMT 2022","Thu Nov 03 12:23:10 GMT 2022","3497","","waitForText","","waitForText","hidden text","hidden text",""
"passed","Thu Nov 03 12:22:42 GMT 2022","Thu Nov 03 12:22:42 GMT 2022","223","","execute","","execute","failing execution","failing execution",""
"passed","Thu Nov 03 12:22:23 GMT 2022","Thu Nov 03 12:22:24 GMT 2022","497","","addValue","","addValue","add value to existing input","add value to existing input",""
"passed","Thu Nov 03 12:22:55 GMT 2022","Thu Nov 03 12:22:58 GMT 2022","3200","","waitForNumberOfElements","","waitForNumberOfElements","Expect 0 elements not equals","Expect 0 elements not equals",""
"passed","Thu Nov 03 12:23:31 GMT 2022","Thu Nov 03 12:23:34 GMT 2022","3185","","waitForUrl","","waitForUrl","incorrect url","incorrect url",""
"passed","Thu Nov 03 12:22:27 GMT 2022","Thu Nov 03 12:22:30 GMT 2022","3247","","addValue","","addValue","add value to not existing input","add value to not existing input",""
"passed","Thu Nov 03 12:23:12 GMT 2022","Thu Nov 03 12:23:15 GMT 2022","3195","","doubleClick","","doubleClick","double click not existing element","double click not existing element",""
"passed","Thu Nov 03 12:23:21 GMT 2022","Thu Nov 03 12:23:24 GMT 2022","3201","","getCssProperty","","getCssProperty","incorrect selector of an element","incorrect selector of an element",""
"passed","Thu Nov 03 12:22:33 GMT 2022","Thu Nov 03 12:22:36 GMT 2022","3365","","dragAndDrop","","dragAndDrop","drag and drop to non existing element","drag and drop to non existing element",""
"passed","Thu Nov 03 12:23:46 GMT 2022","Thu Nov 03 12:23:49 GMT 2022","3189","","waitForAttributeValue","","waitForAttributeValue","incorrect value","incorrect value",""
"passed","Thu Nov 03 12:22:41 GMT 2022","Thu Nov 03 12:22:43 GMT 2022","1691","","waitForAlertText","","waitForAlertText","correct text","correct text",""
"passed","Thu Nov 03 12:22:26 GMT 2022","Thu Nov 03 12:22:27 GMT 2022","575","","click","","click","doubleClick","doubleClick",""
"passed","Thu Nov 03 12:22:43 GMT 2022","Thu Nov 03 12:22:46 GMT 2022","3487","","waitForAlertText","","waitForAlertText","incorrect text","incorrect text",""
"passed","Thu Nov 03 12:23:21 GMT 2022","Thu Nov 03 12:23:21 GMT 2022","268","","getCssProperty","","getCssProperty","retrieve css property","retrieve css property",""
"passed","Thu Nov 03 12:23:11 GMT 2022","Thu Nov 03 12:23:14 GMT 2022","3219","","waitForText","","waitForText","fail on case sensitive","fail on case sensitive",""
"passed","Thu Nov 03 12:22:46 GMT 2022","Thu Nov 03 12:22:50 GMT 2022","3392","","waitForAlertText","","waitForAlertText","no alert","no alert",""
"passed","Thu Nov 03 12:22:22 GMT 2022","Thu Nov 03 12:22:23 GMT 2022","823","","acceptAlert","","acceptAlert","accept existing alert","accept existing alert",""
"passed","Thu Nov 03 12:22:41 GMT 2022","Thu Nov 03 12:22:42 GMT 2022","641","","execute","","execute","successful execution","successful execution",""
"passed","Thu Nov 03 12:23:27 GMT 2022","Thu Nov 03 12:23:28 GMT 2022","486","","clearValue","","clearValue","clear value of disable input selector","clear value of disable input selector",""
"passed","Thu Nov 03 12:22:46 GMT 2022","Thu Nov 03 12:22:46 GMT 2022","277","","expectNoAttributeValue","","expectNoAttributeValue","Doesn't contains value","Doesn't contains value",""
"passed","Thu Nov 03 12:23:49 GMT 2022","Thu Nov 03 12:23:53 GMT 2022","3189","","waitForAttributeValue","","waitForAttributeValue","incorrect selector","incorrect selector",""
"passed","Thu Nov 03 12:23:24 GMT 2022","Thu Nov 03 12:23:25 GMT 2022","262","","getCssProperty","","getCssProperty","incorrect css property","incorrect css property",""
"passed","Thu Nov 03 12:22:46 GMT 2022","Thu Nov 03 12:22:46 GMT 2022","215","","expectNoAttributeValue","","expectNoAttributeValue","Contains word substring","Contains word substring",""
"passed","Thu Nov 03 12:23:46 GMT 2022","Thu Nov 03 12:23:46 GMT 2022","297","","waitForAttributeValue","","waitForAttributeValue","correct value","correct value",""
"passed","Thu Nov 03 12:23:19 GMT 2022","Thu Nov 03 12:23:22 GMT 2022","3252","","doubleClick","","doubleClick","double click disabled element","double click disabled element",""
"passed","Thu Nov 03 12:23:36 GMT 2022","Thu Nov 03 12:23:37 GMT 2022","632","","CloseNewTabSpec","","CloseNewTabSpec","Open new tab and then close it","Open new tab and then close it",""
"passed","Thu Nov 03 12:23:41 GMT 2022","Thu Nov 03 12:23:41 GMT 2022","190","","GetAttributeSpec of BrowserUtils Tests","","GetAttributeSpec of BrowserUtils Tests","should return null on not existing attribute","should return null on not existing attribute",""
"passed","Thu Nov 03 12:22:51 GMT 2022","Thu Nov 03 12:22:55 GMT 2022","3192","","waitForNumberOfElements","","waitForNumberOfElements","Expect number of elements not equals","Expect number of elements not equals",""
"passed","Thu Nov 03 12:23:06 GMT 2022","Thu Nov 03 12:23:06 GMT 2022","488","","waitForText","","waitForText","correct text","correct text",""
"passed","Thu Nov 03 12:23:41 GMT 2022","Thu Nov 03 12:23:41 GMT 2022","283","","GetAttributeSpec of BrowserUtils Tests","","GetAttributeSpec of BrowserUtils Tests","Validate positive result ","Validate positive result ",""
"passed","Thu Nov 03 12:23:10 GMT 2022","Thu Nov 03 12:23:11 GMT 2022","1299","","waitForText","","waitForText","dynamic text","dynamic text",""
"passed","Thu Nov 03 12:22:58 GMT 2022","Thu Nov 03 12:23:01 GMT 2022","3211","","waitForNumberOfElements","","waitForNumberOfElements","Expect number of elements, element doesn't exists","Expect number of elements, element doesn't exists",""
