"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 15 13:41:28 GMT 2023","Tue Aug 15 13:41:33 GMT 2023","5220","","switchToIframe","","","","iframe 2 not available after switch to iframe 1",""
"passed","Tue Aug 15 13:37:53 GMT 2023","Tue Aug 15 13:38:54 GMT 2023","61094","","waitForNumberOfElements","","","","Expect number of elements not equals",""
"passed","Tue Aug 15 13:41:32 GMT 2023","Tue Aug 15 13:41:32 GMT 2023","87","","TestUtilsSpec: extractNumbersFromString","","","","string contains letters and numbers",""
"passed","Tue Aug 15 13:37:14 GMT 2023","Tue Aug 15 13:37:18 GMT 2023","3968","","addValue","","","","add value to empty input",""
"passed","Tue Aug 15 13:40:12 GMT 2023","Tue Aug 15 13:41:12 GMT 2023","60428","","waitForExist reverse:true","","","","fail on existing element",""
"passed","Tue Aug 15 13:40:08 GMT 2023","Tue Aug 15 13:40:08 GMT 2023","11","","NormalizeUrl","","","","expect // removed",""
"passed","Tue Aug 15 13:42:02 GMT 2023","Tue Aug 15 13:42:05 GMT 2023","2106","","waitForEnabled","","","","element enabled",""
"passed","Tue Aug 15 13:38:33 GMT 2023","Tue Aug 15 13:38:33 GMT 2023","577","","getSizeSpec","","","","get element size",""
"passed","Tue Aug 15 13:40:54 GMT 2023","Tue Aug 15 13:40:55 GMT 2023","774","","SendKeysSpec","","","","send an array of strings",""
"passed","Tue Aug 15 13:37:47 GMT 2023","Tue Aug 15 13:37:51 GMT 2023","4404","","waitForAlertText","","","","correct text",""
"passed","Tue Aug 15 13:37:20 GMT 2023","Tue Aug 15 13:38:22 GMT 2023","61525","","doubleClick","","","","double click not existing element",""
"passed","Tue Aug 15 13:38:22 GMT 2023","Tue Aug 15 13:39:22 GMT 2023","60353","","doubleClick","","","","double click hidden element",""
"passed","Tue Aug 15 13:40:10 GMT 2023","Tue Aug 15 13:40:12 GMT 2023","1869","","waitForExist reverse:true","","","","disappearing element",""
