"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 16 10:12:40 GMT 2022","Wed Feb 16 10:12:40 GMT 2022","402","","dragAndDrop","","dragAndDrop","drag and drop to undefined element","drag and drop to undefined element",""
"passed","Wed Feb 16 10:12:39 GMT 2022","Wed Feb 16 10:12:39 GMT 2022","765","","DeleteCookieSpec","","DeleteCookieSpec","expect empty cookie","expect empty cookie",""
"passed","Wed Feb 16 10:12:34 GMT 2022","Wed Feb 16 10:12:35 GMT 2022","697","","clearValue","","clearValue","clear value of text","clear value of text",""
"passed","Wed Feb 16 10:12:39 GMT 2022","Wed Feb 16 10:12:39 GMT 2022","895","","dragAndDrop","","dragAndDrop","drag and drop to coordinate","drag and drop to coordinate",""
"passed","Wed Feb 16 10:12:39 GMT 2022","Wed Feb 16 10:12:40 GMT 2022","583","","dragAndDrop","","dragAndDrop","drag and drop to element","drag and drop to element",""
"passed","Wed Feb 16 10:12:35 GMT 2022","Wed Feb 16 10:12:36 GMT 2022","592","","clearValue","","clearValue","clear value of disable input selector","clear value of disable input selector",""
"passed","Wed Feb 16 10:13:04 GMT 2022","Wed Feb 16 10:13:07 GMT 2022","3277","","expectNoAttributeValue","","expectNoAttributeValue","Exact match error thrown","Exact match error thrown",""
"passed","Wed Feb 16 10:12:49 GMT 2022","Wed Feb 16 10:12:52 GMT 2022","3231","","waitForAttributeValue","","waitForAttributeValue","incorrect value","incorrect value",""
"skipped","Wed Feb 16 10:12:34 GMT 2022","Wed Feb 16 10:12:34 GMT 2022","0","","dismissAlert","","dismissAlert","dismiss existing alert","dismiss existing alert",""
"passed","Wed Feb 16 10:13:03 GMT 2022","Wed Feb 16 10:13:04 GMT 2022","344","","expectNoAttributeValue","","expectNoAttributeValue","Doesn't contains value","Doesn't contains value",""
"passed","Wed Feb 16 10:13:04 GMT 2022","Wed Feb 16 10:13:04 GMT 2022","261","","expectNoAttributeValue","","expectNoAttributeValue","Contains word substring","Contains word substring",""
"skipped","Wed Feb 16 10:12:34 GMT 2022","Wed Feb 16 10:12:34 GMT 2022","0","","dismissAlert","","dismissAlert","no alert","no alert",""
"passed","Wed Feb 16 10:12:48 GMT 2022","Wed Feb 16 10:12:49 GMT 2022","368","","waitForAttributeValue","","waitForAttributeValue","correct value","correct value",""
"passed","Wed Feb 16 10:12:41 GMT 2022","Wed Feb 16 10:12:44 GMT 2022","3286","","dragAndDrop","","dragAndDrop","drag and drop to non existing element","drag and drop to non existing element",""
"passed","Wed Feb 16 10:12:40 GMT 2022","Wed Feb 16 10:12:41 GMT 2022","411","","dragAndDrop","","dragAndDrop","drag and drop to non integer coordinate","drag and drop to non integer coordinate",""
"passed","Wed Feb 16 10:13:11 GMT 2022","Wed Feb 16 10:13:14 GMT 2022","3727","","expectNoAttributeValue","","expectNoAttributeValue","Attribute not exists","Attribute not exists",""
"passed","Wed Feb 16 10:13:07 GMT 2022","Wed Feb 16 10:13:11 GMT 2022","3423","","expectNoAttributeValue","","expectNoAttributeValue","Element not exists","Element not exists",""
"passed","Wed Feb 16 10:12:35 GMT 2022","Wed Feb 16 10:12:35 GMT 2022","548","","clearValue","","clearValue","clear value of text area","clear value of text area",""
"passed","Wed Feb 16 10:12:52 GMT 2022","Wed Feb 16 10:12:55 GMT 2022","3215","","waitForAttributeValue","","waitForAttributeValue","incorrect selector","incorrect selector",""
"passed","Wed Feb 16 10:12:55 GMT 2022","Wed Feb 16 10:12:58 GMT 2022","3206","","waitForAttributeValue","","waitForAttributeValue","incorrect attribute","incorrect attribute",""
