"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 10 13:11:05 GMT 2022","Thu Mar 10 13:11:09 GMT 2022","3549","","moveToSpec","","moveToSpec","hoverFalse","hoverFalse",""
"failed","Thu Mar 10 13:11:13 GMT 2022","Thu Mar 10 13:11:14 GMT 2022","1659","","waitForExist","","waitForExist","not existing element","not existing element",""
"failed","Thu Mar 10 13:11:03 GMT 2022","Thu Mar 10 13:11:05 GMT 2022","1866","","getValue","","getValue","get value of text area","get value of text area",""
"failed","Thu Mar 10 13:10:30 GMT 2022","Thu Mar 10 13:10:32 GMT 2022","2038","","waitForNumberOfElements","","waitForNumberOfElements","Expect number of elements not equals","Expect number of elements not equals",""
"passed","Thu Mar 10 13:10:16 GMT 2022","Thu Mar 10 13:10:20 GMT 2022","3592","","doubleClick","","doubleClick","double click disabled element","double click disabled element",""
"passed","Thu Mar 10 13:12:01 GMT 2022","Thu Mar 10 13:12:01 GMT 2022","445","","waitForClickable","","waitForClickable","reverse: true","reverse: true",""
"passed","Thu Mar 10 13:10:05 GMT 2022","Thu Mar 10 13:10:08 GMT 2022","2733","","dragAndDrop","","dragAndDrop","drag and drop to coordinate","drag and drop to coordinate",""
"failed","Thu Mar 10 13:10:41 GMT 2022","Thu Mar 10 13:10:43 GMT 2022","1486","","GetAttributeSpec of BrowserUtils Tests","","GetAttributeSpec of BrowserUtils Tests","should return null on not existing attribute","should return null on not existing attribute",""
"passed","Thu Mar 10 13:11:15 GMT 2022","Thu Mar 10 13:11:15 GMT 2022","806","","url","","url","navigate successfully","navigate successfully",""
"failed","Thu Mar 10 13:10:28 GMT 2022","Thu Mar 10 13:10:31 GMT 2022","2249","","waitForUrl","","waitForUrl","incorrect url","incorrect url",""
"passed","Thu Mar 10 13:10:07 GMT 2022","Thu Mar 10 13:10:08 GMT 2022","1323","","dismissAlert","","dismissAlert","no alert","no alert",""
"passed","Thu Mar 10 13:11:18 GMT 2022","Thu Mar 10 13:11:18 GMT 2022","40","","NormalizeUrl","","NormalizeUrl","expect / removed","expect / removed",""
"passed","Thu Mar 10 13:10:07 GMT 2022","Thu Mar 10 13:10:09 GMT 2022","1275","","acceptAlert","","acceptAlert","no alert","no alert",""
"passed","Thu Mar 10 13:10:55 GMT 2022","Thu Mar 10 13:10:56 GMT 2022","790","","GetTestDataFileSpec","","GetTestDataFileSpec","Check get test data from env file","Check get test data from env file",""
"failed","Thu Mar 10 13:10:33 GMT 2022","Thu Mar 10 13:10:35 GMT 2022","2009","","waitForAttributeValue","","waitForAttributeValue","incorrect attribute","incorrect attribute",""
"failed","Thu Mar 10 13:11:13 GMT 2022","Thu Mar 10 13:11:15 GMT 2022","1809","","isEnabled","","isEnabled","check disabled element","check disabled element",""
"passed","Thu Mar 10 13:10:43 GMT 2022","Thu Mar 10 13:10:44 GMT 2022","1000","","GetCookieSpec","","GetCookieSpec","expect unique cookie","expect unique cookie",""
"passed","Thu Mar 10 13:11:35 GMT 2022","Thu Mar 10 13:11:36 GMT 2022","885","","selectByValue","","selectByValue","select by existing value","select by existing value",""
